filename,split,scene_id,source_id,material,lighting,shadow_level,hard_negative_tags,notes
Holleweg_Oudenaarde_02.jpg,train,Holleweg_Oudenaarde,auto_extracted,asphalt,daylight,none,,
img_051.jpg,train,img,auto_extracted,asphalt,night,none,,
img_053.jpg,train,img,auto_extracted,asphalt,daylight,heavy,,
img_056.jpg,train,img,auto_extracted,asphalt,daylight,heavy,,
img_060.jpg,train,img,auto_extracted,asphalt,night,none,high_texture,
img_072.jpg,train,img,auto_extracted,asphalt,daylight,none,,
img_073.jpg,train,img,auto_extracted,asphalt,daylight,heavy,,
img_096.jpg,train,img,auto_extracted,cement,daylight,mottled,,
img_100.jpg,train,img,auto_extracted,asphalt,bright,mottled,,
istockphoto-1179402735-612x612.jpg,train,istockphoto,auto_extracted,gravel,daylight,heavy,high_texture,
photo2jpg.jpg,train,photo,auto_extracted,gravel,daylight,mottled,high_texture,
PRC forest road.jpg,train,PRC,auto_extracted,gravel,daylight,mottled,high_texture,
product-jpeg.jpg,train,product-jpeg,auto_extracted,gravel,daylight,none,high_texture,
product-jpeg6541.jpg,train,product-jpeg,auto_extracted,asphalt,daylight,mottled,,
road-through-dense-forest.jpg,train,road-through-dense-forest,auto_extracted,gravel,daylight,heavy,high_texture,
Sett_block_paved_street_in_Philadelphia_PA.jpg,train,Sett_block_paved_street_in_Philadelphia_PA,auto_extracted,gravel,daylight,mottled,high_texture,
steel-gravel-driveway.jpg,train,steel-gravel-driveway,auto_extracted,asphalt,night,none,,
via-appia (1).jpg,train,via-appia,auto_extracted,gravel,daylight,heavy,high_texture,
yorkshire-dales-gravel-v0-gipw5l6mf71f1.jpg,train,yorkshire-dales-gravel-v,auto_extracted,asphalt,daylight,none,,
Zwalm_Brouwerijstraat_1_-_380264_-_onroerenderfgoed.jpg,train,Zwalm_Brouwerijstraat,auto_extracted,cement,daylight,mottled,,
belgian-paving-stones-for-test-track.jpeg,train,belgian-paving-stones-for-test-track,auto_extracted,gravel,daylight,mottled,high_texture,
Bosberg_03.jpeg,train,Bosberg,auto_extracted,asphalt,daylight,mottled,,
cement-concrete-road-construction-services.jpeg,train,cement-concrete-road-construction-services,auto_extracted,asphalt,daylight,mottled,high_texture,
free-photo-of-dirt-road-in-deep-forest.jpeg,train,free-photo-of-dirt-road-in-deep-forest,auto_extracted,asphalt,night,none,,
free-photo-of-dirt-road-in-forest.jpeg,train,free-photo-of-dirt-road-in-forest,auto_extracted,asphalt,daylight,none,,
rome-via-appica-weg-3.jpeg,train,rome-via-appica-weg,auto_extracted,gravel,daylight,heavy,high_texture,
a131xgfd.png,train,a,auto_extracted,gravel,daylight,mottled,high_texture,
aehsj778d4s.png,train,aehsj,auto_extracted,gravel,daylight,mottled,high_texture,
aghahe4j4sdfgs.png,train,aghahe,auto_extracted,asphalt,daylight,mottled,,
agufdxj44e44e.png,train,agufdxj,auto_extracted,gravel,daylight,none,high_texture,
ahyyi4651.png,train,ahyyi,auto_extracted,asphalt,night,none,,
dftghfdh13.png,train,dftghfdh,auto_extracted,gravel,night,none,high_texture,
hhh76kiwj.png,train,hhh,auto_extracted,gravel,daylight,none,high_texture,
i3hjnitqasf.png,train,i,auto_extracted,asphalt,daylight,none,high_texture,
idrt31gta5.png,train,idrt,auto_extracted,gravel,daylight,mottled,high_texture,
jq1w3eaqdft.png,train,jq,auto_extracted,asphalt,bright,none,,
kjhjk111.png,train,kjhjk,auto_extracted,gravel,daylight,none,high_texture,
kk48kk741.png,train,kk,auto_extracted,asphalt,daylight,mottled,,
kuegfdfgh5447.png,train,kuegfdfgh,auto_extracted,asphalt,daylight,none,,
l4ww1ss6.png,train,l,auto_extracted,gravel,daylight,mottled,high_texture,
lkjhg23t4v.png,train,lkjhg,auto_extracted,asphalt,daylight,mottled,,
lssrt468.png,train,lssrt,auto_extracted,gravel,daylight,none,high_texture,
mrqqerqer.png,train,mrqqerqer,auto_extracted,gravel,daylight,heavy,high_texture,
mw1m3wm4w.png,train,mw,auto_extracted,gravel,daylight,heavy,high_texture,
nnnqnqr54.png,train,nnnqnqr,auto_extracted,gravel,daylight,none,high_texture,
nqtyw4ya3.png,train,nqtyw,auto_extracted,asphalt,daylight,heavy,high_texture,
nwerbgzfgdg4.png,train,nwerbgzfgdg,auto_extracted,gravel,daylight,heavy,high_texture,
oiuyt564g.png,train,oiuyt,auto_extracted,gravel,daylight,heavy,high_texture,
q2w22s2asd1.png,train,q,auto_extracted,gravel,daylight,mottled,high_texture,
q4tq43t.png,train,q,auto_extracted,gravel,daylight,none,high_texture,
qerhd1fae8r7.png,train,qerhd,auto_extracted,gravel,daylight,mottled,high_texture,
qwe74641a3sf.png,train,qwe,auto_extracted,gravel,daylight,none,high_texture,
qwewer24a7.png,train,qwewer,auto_extracted,gravel,bright,none,high_texture,
Shaktiman-Road-Ardoi-2-1-min-766x1024.png,train,Shaktiman-Road-Ardoi,auto_extracted,asphalt,daylight,none,,
Shaktiman-Road-Hadam-1-1-min-766x1024.png,train,Shaktiman-Road-Hadam,auto_extracted,asphalt,daylight,none,,
Shaktiman-Road-Hadam-2-1-min-766x1024.png,train,Shaktiman-Road-Hadam,auto_extracted,asphalt,daylight,none,,
tert1e313.png,train,tert,auto_extracted,gravel,daylight,mottled,high_texture,
uuuw13.png,train,uuuw,auto_extracted,gravel,daylight,mottled,high_texture,
w3t43w43t.png,train,w,auto_extracted,gravel,daylight,mottled,high_texture,
we413dfg.png,train,we,auto_extracted,gravel,daylight,mottled,high_texture,
wrgt13u747.png,train,wrgt,auto_extracted,asphalt,night,none,high_texture,
0004a4c0-d4dff0ad.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
00fa57709c61887a.jpg,val,unknown,auto_extracted,gravel,daylight,heavy,high_texture,
00fb75eb523cceec.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
02cd5102-be5e0217.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
03d02bb9-e76acf3f.jpg,val,unknown,auto_extracted,asphalt,night,none,,
0aa0297e-378da79c.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0aab648b-ea86909c.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0ad051b9-9a513e8a.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0af801e9-aa8d36ab.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0bb3f3d3-12b85638.jpg,val,unknown,auto_extracted,asphalt,daylight,mottled,high_texture,
0c2cb3d5-0bdfd48d.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0c506e60-ff9e0000.jpg,val,unknown,auto_extracted,asphalt,night,none,,
0c506e60-ff9e0001.jpg,val,unknown,auto_extracted,asphalt,night,none,,
0c8a7a98-e267fd54.jpg,val,unknown,auto_extracted,asphalt,daylight,mottled,,
0c8b32af-2d9a6111.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
0d53c976-0532e5df.jpg,val,unknown,auto_extracted,asphalt,daylight,heavy,,
1b53c663-f78b6ac7.jpg,val,unknown,auto_extracted,asphalt,night,none,,
1d6dd768-d9ade38a.jpg,val,unknown,auto_extracted,asphalt,daylight,mottled,,
1da45647-4d28c352.jpg,val,unknown,auto_extracted,asphalt,night,none,,
200d7f040cb1eb5e894baf8669adb359.jpg,val,unknown,auto_extracted,gravel,daylight,mottled,high_texture,
2923179_2_1.jpg,val,unknown,auto_extracted,asphalt,daylight,mottled,,
360_F_309041299_fucpREMWXjdBrghlPefPXLAYrgkbn1FJ.jpg,val,unknown,auto_extracted,gravel,night,none,high_texture,
481154132_949837957226193_6129459020441505710_n.jpg,val,unknown,auto_extracted,gravel,daylight,heavy,high_texture,
8tk1z3mk12u91.jpg,val,unknown,auto_extracted,gravel,daylight,mottled,high_texture,
appia_20200725161042.jpg,val,appia,auto_extracted,gravel,daylight,heavy,high_texture,
Cobblestone_street_2_1073d9d9-9143-4d17-9b13-c08bd02056e2.jpg,val,Cobblestone_street,auto_extracted,gravel,daylight,heavy,high_texture,
concreteroadway.jpg,val,concreteroadway,auto_extracted,asphalt,daylight,heavy,,
Deploeg_desmisse.jpg,val,Deploeg_desmisse,auto_extracted,asphalt,daylight,heavy,,
Ford-driving-hazard-test-road-in-Belgium.jpg,val,Ford-driving-hazard-test-road-in-Belgium,auto_extracted,gravel,daylight,mottled,high_texture,
Nissan-Belgisch-Block-01-min.jpg,val,Nissan-Belgisch-Block,auto_extracted,gravel,daylight,heavy,high_texture,
TEC-gravel-road-ads278674305-1400x800-2.jpg,val,TEC-gravel-road-ads,auto_extracted,gravel,daylight,mottled,high_texture,
via-appia-by-stijn-nieuwendijk.jpg,val,via-appia-by-stijn-nieuwendijk,auto_extracted,gravel,daylight,heavy,high_texture,
Via-Appia.jpg,val,Via-Appia,auto_extracted,gravel,daylight,mottled,high_texture,
cement-road-construction-service.jpeg,val,cement-road-construction-service,auto_extracted,asphalt,daylight,none,,
98743zz4s6.png,val,unknown,auto_extracted,gravel,daylight,none,high_texture,
asqweq1321.png,val,asqweq,auto_extracted,gravel,night,none,high_texture,
asye1z37431.png,val,asye,auto_extracted,gravel,daylight,heavy,high_texture,
ehicle-testing-at-Belgian-pave-test-track.png,val,ehicle-testing-at-Belgian-pave-test-track,auto_extracted,gravel,daylight,mottled,high_texture,
jj874aa.png,val,jj,auto_extracted,gravel,daylight,mottled,high_texture,
nn879n.png,val,nn,auto_extracted,asphalt,daylight,heavy,,
oiug31r54.png,val,oiug,auto_extracted,gravel,night,none,high_texture,
ppr13r4wr2.png,val,ppr,auto_extracted,gravel,daylight,mottled,high_texture,
qwe132as.png,val,qwe,auto_extracted,asphalt,daylight,mottled,,
rte1rt3h4.png,val,rte,auto_extracted,gravel,daylight,heavy,high_texture,
rw13584sdddd.png,val,rw,auto_extracted,gravel,daylight,none,high_texture,
tyrthb134.png,val,tyrthb,auto_extracted,gravel,daylight,mottled,high_texture,
wrtywert147774.png,val,wrtywert,auto_extracted,gravel,daylight,mottled,high_texture,
x7a94r3rqw.png,val,x,auto_extracted,gravel,daylight,mottled,high_texture,
zfgh443.png,val,zfgh,auto_extracted,gravel,daylight,mottled,high_texture,
00e9be89-00000150.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001180.jpg,test,unknown,auto_extracted,cement,daylight,none,,
00e9be89-00001295.jpg,test,unknown,auto_extracted,asphalt,daylight,mottled,,
00e9be89-00001310.jpg,test,unknown,auto_extracted,asphalt,daylight,mottled,,
00e9be89-00001330.jpg,test,unknown,auto_extracted,asphalt,night,none,,
00e9be89-00001340.jpg,test,unknown,auto_extracted,asphalt,daylight,mottled,,
00e9be89-00001520.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001535.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001545.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001550.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001555.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001620.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001635.jpg,test,unknown,auto_extracted,asphalt,daylight,heavy,,
00e9be89-00001645.jpg,test,unknown,auto_extracted,asphalt,night,none,,
00e9be89-00001695.jpg,test,unknown,auto_extracted,cement,daylight,mottled,,
00e9be89-00001755.jpg,test,unknown,auto_extracted,cement,daylight,mottled,,
00e9be89-00001785.jpg,test,unknown,auto_extracted,asphalt,daylight,none,,
00e9be89-00001800.jpg,test,unknown,auto_extracted,asphalt,daylight,none,,
00e9be89-00001810.jpg,test,unknown,auto_extracted,asphalt,daylight,none,,
00e9be89-00001825.jpg,test,unknown,auto_extracted,asphalt,daylight,none,,
0b2867ef-a6ca437b.jpg,test,unknown,auto_extracted,asphalt,night,none,,
4236068_1_1.jpg,test,unknown,auto_extracted,gravel,daylight,none,high_texture,
via-appia-antica-in-rome-in-italy-a-archeological-roman-road-photo.jpg,test,via-appia-antica-in-rome-in-italy-a-archeological-roman-road-photo,auto_extracted,gravel,daylight,heavy,high_texture,
